WGATAR_position,WGATAR_chr,WGATAR_id,WGATAR_start,WGATAR_end,WGATAR_to_GATA1_peak_summit,Number_editable_bases,background_genes_counts_on_TAD,WGATAG_to_nearest_gene_distance,dis_motif2motif,RAD21,GATA1,TAL1,LDB1,CTCF,MED1,ATAC,BRD4,NIPBL,GATA2,effect_value,PHRED,phylop,chromatin_state,delta_occupancy,delta_atac,scores_evo2,GC_content
chr7:100237258-100237264,chr7,WGATAR_2309,100237258,100237264,271,2,36,-33927,599,4.0,9.75,5.5,3.5,5.0,8.75,2.08,5.75,8.5,3.75,0.577879419,4.25312,0.0,25,0.26224303,0.01987648,-4.211225509643555,0.35
chr7:100239214-100239220,chr7,WGATAR_2314,100239214,100239220,11,1,36,-31971,625,22.75,383.75,94.25,169.0,11.0,18.0,35.88,73.75,42.5,33.5,0.543483573,18.014,0.0,15,1.9921253,0.81804657,-207.7876205444336,0.65
chr7:100239845-100239851,chr7,WGATAR_2313,100239845,100239851,642,2,36,-31340,625,8.0,10.75,6.75,2.75,13.25,3.25,7.8,10.0,8.5,5.75,0.712059165,6.055428571428571,-0.104833,26,0.5073961,0.03781557,2.884735107421875,0.6
chr7:100289608-100289614,chr7,WGATAR_2315,100289608,100289614,130,1,36,-14131,49757,29.25,21.0,4.25,7.75,162.75,8.25,16.64,13.75,9.5,7.0,0.98437646,13.19421052631579,0.036,28,0.92464614,0.58178926,1.45556640625,0.55
chr7:100398809-100398815,chr7,WGATAR_2316,100398809,100398815,891,2,36,-25628,1248,4.5,11.75,7.25,4.5,28.5,2.0,2.08,6.75,4.5,3.0,1.462466341,6.958060606060607,0.0,11,1.4777282,0.3668506,2.20794677734375,0.5
chr7:100400063-100400069,chr7,WGATAR_2317,100400063,100400069,363,1,36,-64941,1248,12.75,100.0,24.5,34.25,10.5,12.25,24.44,46.75,26.0,14.75,0.869568965,10.962733333333334,0.0,20,1.7298532,0.8027506,0.689422607421875,0.5
chr7:100427034-100427040,chr7,WGATAR_2319,100427034,100427040,19,3,36,-1890,18,5.0,48.5,23.75,37.0,4.25,9.5,11.44,14.75,16.75,5.5,0.296443655,16.318823529411763,0.0,20,0.90246916,0.3448577,3.6580581665039062,0.5
chr7:100427058-100427064,chr7,WGATAR_2318,100427058,100427064,43,2,36,-1914,18,5.0,48.5,23.75,37.0,4.25,9.5,13.0,14.75,16.75,5.5,0.596695361,21.176666666666673,3.1165,20,1.9071013,1.5160975,0.561492919921875,0.55
chr7:100460287-100460293,chr7,WGATAR_2320,100460287,100460293,307,2,36,-4717,277,1.25,6.5,4.0,1.0,1.75,0.5,1.04,1.0,3.0,2.5,0.898344782,5.36485,-0.351833,4,1.3038042,0.28733897,-1.287841796875,0.65
chr7:100460570-100460576,chr7,WGATAR_2323,100460570,100460576,24,2,36,-4434,12,2.0,19.25,5.0,6.0,2.25,2.0,0.52,1.5,4.5,2.5,0.673767191,11.487818181818183,0.0,4,0.8448863,0.10273647,-2.9555816650390625,0.4
chr7:100460588-100460594,chr7,WGATAR_2322,100460588,100460594,6,3,36,-4416,12,1.75,21.25,5.0,6.25,2.0,2.0,0.52,1.5,4.75,3.25,0.7805607,15.114999999999997,0.0,4,0.01475668,-0.028470993,-0.6478271484375,0.4
chr7:100460611-100460617,chr7,WGATAR_2321,100460611,100460617,17,2,36,-4393,17,1.75,21.25,5.0,6.25,2.0,2.0,1.56,1.5,4.75,3.25,0.700957195,4.673640000000001,0.0,4,0.36527896,0.37698126,0.327392578125,0.4
chr7:100495580-100495586,chr7,WGATAR_2327,100495580,100495586,20,2,36,-987,16,6.75,38.0,14.5,17.0,9.25,5.0,4.16,13.25,6.0,8.25,1.121444747,7.9183611111111105,0.0946667,16,0.7108066,0.93209434,1.677001953125,0.45
chr7:100495602-100495608,chr7,WGATAR_2326,100495602,100495608,2,2,36,-1009,6,6.75,38.0,14.5,17.0,9.25,5.0,5.2,13.25,6.0,8.25,0.540951984,3.3583749999999997,0.0,16,0.3897767,0.24984074,-1.3707275390625,0.45
chr7:100495614-100495620,chr7,WGATAR_2325,100495614,100495620,14,1,36,-1021,6,6.75,38.0,14.5,17.0,9.25,5.0,5.72,13.25,6.0,8.25,0.526489004,5.699692307692307,0.0,16,0.19292927,0.2818489,2.45849609375,0.45
chr7:100495870-100495876,chr7,WGATAR_2324,100495870,100495876,270,3,36,-1277,250,5.75,16.75,10.5,9.75,6.0,2.25,1.56,7.25,7.0,5.0,0.932624195,6.1231481481481485,0.0,16,1.3667667,0.78292537,-0.937255859375,0.45
chr7:56038656-56038662,chr7,WGATAR_2289,56038656,56038662,192,2,21,-93940,37,9.0,58.0,20.25,24.5,11.5,10.25,15.08,32.25,14.75,7.75,0.757741236,0.8028947368421051,-0.737,20,0.9880849,0.8324547,1.1320571899414062,0.4
chr7:56038699-56038705,chr7,WGATAR_2288,56038699,56038705,149,1,21,-80674,37,11.0,80.0,22.75,27.5,12.0,8.0,17.68,35.75,17.5,10.75,0.626147778,3.5504999999999995,0.0,20,1.4301143,0.9644737,-0.8844146728515625,0.3
chr7:56038852-56038858,chr7,WGATAR_2287,56038852,56038858,4,2,21,-89306,38,16.0,128.75,33.5,35.75,9.5,10.25,20.8,43.75,25.5,18.0,0.420219516,3.1408461538461543,0.0,20,1.3435626,0.66873026,-1.09039306640625,0.35
chr7:56038896-56038902,chr7,WGATAR_2286,56038896,56038902,48,2,21,14704,38,16.0,129.0,35.25,35.0,8.75,13.75,18.72,51.0,27.0,18.5,0.537583763,4.1794,0.0,20,0.64628744,0.5670476,0.22635650634765625,0.4
chr7:56039439-56039445,chr7,WGATAR_2290,56039439,56039445,591,1,21,-128908,537,6.5,8.25,5.25,3.25,4.0,2.75,1.04,16.5,7.25,6.0,-0.027871916,4.3751875,0.0,20,0.2917546,0.044197083,-1.31439208984375,0.25
chr7:56101800-56101806,chr7,WGATAR_2291,56101800,56101806,35,2,21,-17573,17208,16.75,95.75,7.0,2.5,47.0,9.75,8.32,9.75,12.5,18.5,0.831734009,8.798,0.027,24,1.6979976,0.6920619,-29.859375,0.55
chr7:56119014-56119020,chr7,WGATAR_2293,56119014,56119020,61,1,21,-359,48,8.0,31.0,13.25,5.0,6.75,10.75,9.88,31.0,16.5,7.5,0.131457471,9.967,0.0,15,0.4761176,0.17432141,-55.60527038574219,0.55
chr7:56119068-56119074,chr7,WGATAR_2292,56119068,56119074,7,1,21,-305,48,10.75,36.0,15.5,5.0,7.25,12.5,16.64,34.5,18.0,8.5,0.061669248,10.3245,0.0,15,1.563834,0.5097513,-101.80230712890625,0.7
chr7:56129847-56129853,chr7,WGATAR_2295,56129847,56129853,443,2,21,-1843,44,4.5,12.25,8.75,2.0,3.0,2.75,0.52,6.75,2.75,2.5,0.766287218,8.892307692307693,0.305333,18,0.16512251,-0.0070786476,1.0758399963378906,0.2
chr7:56129897-56129903,chr7,WGATAR_2294,56129897,56129903,393,4,21,-1793,44,4.5,12.25,8.25,2.0,2.5,2.75,1.56,6.75,2.75,2.75,0.383359787,4.02875,0.0,18,0.15721828,0.0015547276,-2.9716644287109375,0.4
chr7:56130004-56130010,chr7,WGATAR_2296,56130004,56130010,286,4,21,-1686,101,4.25,15.25,7.5,2.25,2.5,2.0,1.56,6.5,3.0,2.5,0.534277807,2.568153846153846,0.0,18,0.42951995,0.009531498,-1.2256088256835938,0.35
chr7:56130301-56130307,chr7,WGATAR_2297,56130301,56130307,11,2,21,-1389,291,9.5,42.25,6.25,4.0,3.0,4.25,6.24,15.0,9.5,4.75,0.274867047,4.7746666666666675,0.0,16,0.9493963,0.14482117,1.7222137451171875,0.4
chr7:56142438-56142444,chr7,WGATAR_2298,56142438,56142444,385,1,21,-25909,12131,17.25,4.5,6.5,3.0,45.25,2.0,0.52,6.5,7.0,3.0,1.177021861,3.7268888888888885,0.0,13,0.5335773,0.025269508,-13.432830810546875,0.45
chr7:56165338-56165344,chr7,WGATAR_2299,56165338,56165344,258,3,21,-3009,9524,6.75,14.0,10.5,3.75,5.5,4.5,2.08,20.5,9.5,4.75,-0.082004022,1.0823333333333334,0.0738333,16,0.09059751,-0.016474962,-2.6146240234375,0.45
chr7:56174868-56174874,chr7,WGATAR_2301,56174868,56174874,189,3,21,-700,178,9.75,178.25,24.5,23.25,4.75,11.5,13.52,30.25,17.0,14.75,0.39611361,7.386333333333334,0.0,25,1.2380879,0.3177569,-2.808624267578125,0.3
chr7:56175052-56175058,chr7,WGATAR_2300,56175052,56175058,5,3,21,-884,178,15.25,267.25,86.75,113.5,6.25,16.25,17.68,42.0,27.75,23.75,1.023438844,8.42523076923077,-0.166167,20,2.3535743,1.9053571,0.6300735473632812,0.35
chr9:135546986-135546992,chr9,WGATAR_2421,135546986,135546992,289,2,11,-1199,82,3.25,27.25,5.0,6.25,3.5,5.0,0.52,6.25,6.75,6.75,0.468076434,4.8769230769230765,0.0,0,0.10934591,0.108366966,-0.8524169921875,0.3
chr9:135547074-135547080,chr9,WGATAR_2426,135547074,135547080,201,1,11,-1287,82,3.0,40.25,4.75,7.25,3.25,3.25,1.04,7.75,7.25,8.5,0.660549999,5.703538461538462,0.0,23,0.011290371,-0.004797697,-0.98907470703125,0.45
chr9:135547243-135547249,chr9,WGATAR_2425,135547243,135547249,32,3,11,-1456,15,4.75,87.0,11.75,22.0,3.5,5.0,1.56,9.5,11.0,11.75,0.351872983,4.767437500000001,0.0,23,0.452574,-0.009804249,-5.190704345703125,0.4
chr9:135547264-135547270,chr9,WGATAR_2424,135547264,135547270,11,2,11,-1477,15,4.75,87.0,11.75,22.0,3.5,5.0,1.56,9.5,11.0,11.75,0.568962697,8.0228,0.0,23,1.633193,0.94772124,-3.980682373046875,0.45
chr9:135547377-135547383,chr9,WGATAR_2423,135547377,135547383,102,2,11,-1590,107,5.25,99.0,13.75,19.25,4.5,8.5,3.12,9.25,13.5,13.0,0.807346343,3.0066666666666664,0.0,23,0.7929585,0.5691285,-1.4908866882324219,0.45
chr9:135547524-135547530,chr9,WGATAR_2422,135547524,135547530,249,3,11,-1737,141,5.0,50.0,8.0,8.0,5.0,6.75,3.12,7.75,8.75,6.5,0.883819809,7.150833333333335,-0.007,23,0.6830183,0.18774867,0.76458740234375,0.45
chr9:135674674-135674680,chr9,WGATAR_2428,135674674,135674680,14,3,11,-29076,47,48.5,654.75,98.25,208.75,159.5,14.75,27.56,38.25,41.5,38.75,0.71694201,1.262090909090909,-0.971667,26,1.0743722,1.4172511,-0.1376953125,0.4
chr9:135674727-135674733,chr9,WGATAR_2427,135674727,135674733,67,2,11,-29129,47,39.75,555.75,90.75,181.0,108.25,12.0,27.04,33.5,32.5,35.5,0.222652247,3.5465416666666663,0.0,26,1.74423,1.23738,1.560546875,0.5
chr9:135818689-135818695,chr9,WGATAR_2429,135818689,135818695,135,2,11,-693,138,3.75,14.5,8.5,6.25,1.75,5.25,0.52,1.75,3.5,6.75,0.542019856,0.7836666666666666,0.0,12,0.01028645,0.010598898,-1.1587066650390625,0.2
chr9:135818833-135818839,chr9,WGATAR_2432,135818833,135818839,9,2,11,-549,37,2.5,22.75,14.5,13.5,4.0,6.75,3.12,7.0,4.5,6.25,0.352371095,8.50881818181818,0.0,14,0.116870165,0.08865714,1.3705596923828125,0.35
chr9:135818876-135818882,chr9,WGATAR_2431,135818876,135818882,52,1,11,-506,37,3.25,24.0,13.25,15.25,4.25,6.75,3.12,9.0,4.25,5.75,0.353163792,4.618,0.0,14,0.37999296,0.21263623,-0.25811767578125,0.3
chr9:135819062-135819068,chr9,WGATAR_2430,135819062,135819068,238,2,11,-320,180,6.25,11.75,9.5,9.75,3.0,8.5,3.64,6.75,5.5,5.0,0.711652243,6.854400000000001,-0.0581667,14,1.0969534,0.24549294,-2.12957763671875,0.5
chr9:135849429-135849435,chr9,WGATAR_2433,135849429,135849435,52,3,11,-27169,30361,1.75,19.75,3.75,4.0,4.0,3.0,0.0,4.75,7.75,2.75,1.151626612,1.6511874999999998,0.0,16,1.2808264,0.40113783,0.6052398681640625,0.45
chrX:10838200-10838206,chrX,WGATAR_2441,10838200,10838206,84,3,3,-291216,46,5.5,168.25,45.0,52.0,2.25,6.0,6.76,10.5,9.75,12.0,1.586330234,5.1198,0.0,16,0.16249251,0.18692732,-1.641937255859375,0.4
chrX:10838252-10838258,chrX,WGATAR_2440,10838252,10838258,32,2,3,-291164,18,7.25,217.75,56.75,75.0,3.75,6.75,11.44,13.25,11.0,13.5,0.889919754,8.9695,0.0,16,0.16483569,0.16623354,-1.3201141357421875,0.35
chrX:10838276-10838282,chrX,WGATAR_2439,10838276,10838282,8,1,3,-291140,18,7.0,255.5,63.0,98.25,4.75,6.75,11.96,16.75,11.25,13.5,0.251332133,13.589166666666666,0.0,16,1.801276,2.0877051,-0.8460693359375,0.6
chrX:10838341-10838347,chrX,WGATAR_2438,10838341,10838347,57,1,3,-291075,59,6.75,256.25,60.0,102.5,5.0,6.75,10.92,16.75,9.25,14.0,1.424032631,5.736571428571429,0.0,24,1.5293832,0.97524405,0.483154296875,0.6
chrX:10838630-10838636,chrX,WGATAR_2437,10838630,10838636,346,3,3,-290786,283,2.75,25.0,5.75,2.25,4.25,2.75,0.52,3.75,2.75,4.0,0.596434893,11.324999999999998,0.0,10,0.06213963,0.029890299,-1.3336639404296875,0.35
chrX:10859517-10859523,chrX,WGATAR_2445,10859517,10859523,366,2,3,-7745,0,0.0,5.25,2.5,2.5,0.0,0.25,0.0,1.75,2.0,0.0,0.460953675,3.2725999999999997,0.0,7,0.95501316,0.22813606,-1.4267349243164062,0.45
chrX:10859523-10859529,chrX,WGATAR_2444,10859523,10859529,360,3,3,-7751,0,0.0,7.5,2.75,3.0,0.25,0.0,0.0,2.5,2.75,0.0,0.395104696,3.695571428571429,0.0,7,0.4060061,0.0026006699,3.27593994140625,0.35
chrX:10859822-10859828,chrX,WGATAR_2446,10859822,10859828,61,2,3,-8050,181,1.0,21.5,5.25,4.75,0.5,1.5,0.0,1.0,3.75,1.25,0.940477765,19.610357142857143,0.0,4,0.7700646,0.42106533,-0.5023193359375,0.45
chrX:10860009-10860015,chrX,WGATAR_2443,10860009,10860015,126,3,3,-8237,37,1.75,16.25,3.75,2.25,0.75,1.5,0.0,0.5,3.5,1.75,0.613749502,21.0,0.0,4,0.6335805,0.20059156,-0.6181640625,0.35
chrX:10860052-10860058,chrX,WGATAR_2442,10860052,10860058,169,2,3,-8280,37,1.75,15.0,2.75,1.25,1.0,1.0,0.0,0.5,2.75,1.75,1.139033633,20.669999999999998,0.0,4,1.3013129,0.36559534,-1.41668701171875,0.3
chrX:11117766-11117772,chrX,WGATAR_2447,11117766,11117772,8,3,3,-11650,257708,0.0,16.25,2.5,0.25,0.25,1.75,0.52,0.5,0.25,1.5,0.510127883,3.743578947368421,0.0,7,0.9212765,0.068935394,0.4473876953125,0.5
chrX:48534387-48534393,chrX,WGATAR_2448,48534387,48534393,4,1,20,-593,19991,5.5,15.25,4.5,2.25,8.25,4.75,1.56,5.25,4.25,1.75,1.044967747,7.384058823529411,0.0,0,0.6487321,0.157799,0.7818527221679688,0.55
chrX:48554384-48554390,chrX,WGATAR_2450,48554384,48554390,412,2,20,2965,200,2.75,14.25,5.0,2.0,2.5,0.5,2.08,3.0,3.0,4.0,0.584805468,6.522733333333333,0.0,14,0.8211713,0.19537067,0.17779541015625,0.55
chrX:48554590-48554596,chrX,WGATAR_2453,48554590,48554596,206,2,20,-65556,200,9.0,18.75,6.0,5.5,4.5,3.0,5.2,7.75,5.0,6.5,0.703570597,6.330428571428572,0.0,26,1.5919198,0.34366393,0.69171142578125,0.55
chrX:48554817-48554823,chrX,WGATAR_2452,48554817,48554823,21,1,20,2532,39,10.25,38.0,10.0,17.25,3.5,4.5,9.88,15.25,14.75,11.0,2.816746596,10.245413793103447,0.0,15,1.2720113,0.417686,3.882122039794922,0.55
chrX:48554862-48554868,chrX,WGATAR_2451,48554862,48554868,66,2,20,-90103,39,11.5,43.5,11.25,19.0,3.5,5.5,18.72,17.5,15.0,11.5,0.883908227,9.662571428571429,0.0,15,2.0170507,0.13810158,-0.00421142578125,0.5
chrX:48555575-48555581,chrX,WGATAR_2449,48555575,48555581,779,2,20,-129343,707,3.25,11.25,2.75,2.0,2.75,3.0,0.52,9.5,7.0,6.0,0.919477591,14.208181818181817,0.0,15,1.6579868,0.20685387,6.98150634765625,0.75
chrX:48559383-48559389,chrX,WGATAR_2454,48559383,48559389,147,2,20,-188092,136,1.75,7.75,2.5,1.5,1.75,0.75,1.04,1.5,7.0,1.0,0.842621304,4.41376,0.0,18,0.05300945,0.061695337,0.80712890625,0.5
chrX:48559525-48559531,chrX,WGATAR_2455,48559525,48559531,5,2,20,9708,136,2.0,21.5,3.25,1.5,2.25,2.5,0.52,4.5,6.75,2.75,1.365371675,8.965578947368423,0.0,16,1.423814,0.79187465,3.2704010009765625,0.55
chrX:48560503-48560509,chrX,WGATAR_2457,48560503,48560509,3,1,20,10686,118,3.5,9.25,6.5,23.0,6.75,5.0,6.76,4.5,4.25,2.75,1.450236818,5.986133333333332,0.0,16,1.2691808,0.48694944,2.9397735595703125,0.6
chrX:48560627-48560633,chrX,WGATAR_2456,48560627,48560633,127,2,20,10810,118,3.25,4.5,7.25,11.5,5.0,4.75,4.16,4.0,5.25,1.5,0.415536473,7.0951,0.0,16,0.99478984,0.20049858,3.416473388671875,0.5
chrX:48595271-48595277,chrX,WGATAR_2458,48595271,48595277,522,1,20,-12306,34638,1.25,7.75,3.5,1.5,0.75,2.75,1.56,1.5,1.5,2.25,0.837122472,11.830588235294117,0.0,14,1.1434106,0.344126,1.4620361328125,0.55
chrX:48641413-48641419,chrX,WGATAR_2460,48641413,48641419,7,3,20,-3552,334,18.0,176.0,53.0,87.0,5.0,9.25,10.92,33.5,21.0,16.75,1.024936686,19.58034482758621,0.0,15,1.2093809,1.6758347,2.0611419677734375,0.5
chrX:48641753-48641759,chrX,WGATAR_2459,48641753,48641759,333,1,20,-3212,334,5.5,23.75,7.25,4.0,5.25,4.5,3.12,4.25,5.0,4.0,0.220074647,4.856,0.0,25,0.008376777,0.021522284,-4.2363128662109375,0.35
chrX:48644139-48644145,chrX,WGATAR_2463,48644139,48644145,241,3,20,-826,228,8.75,45.75,8.0,10.25,2.5,6.75,5.72,12.75,9.0,5.75,1.017374517,7.074,0.0,25,0.4798543,0.028933764,-4.0121307373046875,0.5
chrX:48644373-48644379,chrX,WGATAR_2462,48644373,48644379,7,1,20,-592,228,12.75,244.5,49.75,71.75,7.75,9.0,24.44,39.25,26.25,14.25,0.927361219,18.66925925925926,0.0,15,0.88335276,0.4340148,-52.28346252441406,0.35
chrX:48644712-48644718,chrX,WGATAR_2461,48644712,48644718,332,4,20,-253,333,9.0,49.75,12.25,6.5,5.25,5.5,13.52,14.0,10.75,6.0,0.382313413,12.070555555555554,0.0,15,0.5347381,0.1801157,-0.162933349609375,0.4
chrX:48645372-48645378,chrX,WGATAR_2465,48645372,48645378,989,2,20,-9887,103,2.0,10.5,5.5,1.0,3.5,0.75,0.52,11.0,4.0,3.25,0.393682495,5.0045,0.0,25,0.26020384,0.15706539,-3.441558837890625,0.55
chrX:48645481-48645487,chrX,WGATAR_2464,48645481,48645487,1098,1,20,-9996,103,1.75,5.25,5.75,0.75,1.5,1.5,1.04,9.75,5.5,2.25,0.924562172,3.7237692307692307,0.0,25,1.0128083,0.3472488,-3.0308074951171875,0.5
chrX:48645639-48645645,chrX,WGATAR_2466,48645639,48645645,1256,1,20,-10154,152,0.75,3.25,4.0,1.75,2.0,4.0,0.52,7.5,5.75,2.0,0.139273845,5.7313947368421045,0.0,25,0.5713587,0.10584903,-0.2998046875,0.55
chrX:48645828-48645834,chrX,WGATAR_2467,48645828,48645834,520,2,20,-10343,183,2.25,3.75,4.75,2.5,1.75,2.25,0.52,5.25,4.0,2.5,0.699996184,7.556962962962962,0.0,25,0.2205391,0.15126371,-2.38409423828125,0.5
chrX:48646185-48646191,chrX,WGATAR_2473,48646185,48646191,163,1,20,-10700,184,3.25,17.5,8.0,10.5,1.75,3.0,6.24,13.0,7.25,4.5,1.368175428,4.213888888888889,0.0,25,0.15709329,-0.10093546,-5.246715545654297,0.6
chrX:48646375-48646381,chrX,WGATAR_2472,48646375,48646381,27,3,20,-10890,25,2.75,40.75,10.0,22.5,2.0,5.25,5.2,9.75,9.75,4.0,0.376698807,18.082307692307694,0.0,25,1.5261009,0.8821974,-95.8543701171875,0.4
chrX:48646406-48646412,chrX,WGATAR_2471,48646406,48646412,58,2,20,-10921,3,2.75,40.75,10.0,22.5,2.0,5.25,6.24,9.75,9.75,4.0,0.214128283,18.041000000000004,0.0,0,0.5398927,0.20017385,-128.8343505859375,0.4
chrX:48646415-48646421,chrX,WGATAR_2470,48646415,48646421,67,1,20,-10930,3,2.75,40.75,10.0,22.5,2.0,5.25,6.24,9.75,9.75,4.0,-0.528985681,17.71944444444445,0.0,15,0.56085443,-0.07820034,-196.5341796875,0.5
chrX:48646433-48646439,chrX,WGATAR_2469,48646433,48646439,85,2,20,-10948,12,3.0,36.25,11.5,20.5,1.5,4.0,6.76,8.5,7.75,4.0,1.858257511,17.437714285714282,0.0,15,0.14546776,-0.06447458,-32.115447998046875,0.55
chrX:48646800-48646806,chrX,WGATAR_2468,48646800,48646806,452,1,20,-11315,361,2.75,6.75,3.75,4.0,1.0,2.25,2.08,10.75,3.25,1.75,0.251550234,7.881166666666666,0.0,25,0.22083884,-0.0060453415,-2.1847991943359375,0.6
chrX:48647315-48647321,chrX,WGATAR_2474,48647315,48647321,14,3,20,-11830,509,5.25,12.25,3.25,1.5,1.5,3.0,4.16,5.25,5.75,4.0,0.661572242,10.046545454545454,0.0,25,1.4830966,0.19453168,-1.891632080078125,0.45
chrX:48648118-48648124,chrX,WGATAR_2476,48648118,48648124,3,3,20,-11661,149,3.75,16.25,2.25,6.25,0.25,2.0,1.56,11.25,5.75,1.25,2.651367286,17.437619047619044,0.0,25,1.2846574,0.6216824,0.62408447265625,0.6
chrX:48648273-48648279,chrX,WGATAR_2475,48648273,48648279,158,2,20,-11506,149,1.75,13.5,2.25,3.0,1.25,1.0,1.56,8.75,4.0,0.75,0.897919374,17.672,0.0,24,0.6047057,0.11926389,1.90533447265625,0.5
chrX:48653019-48653025,chrX,WGATAR_2478,48653019,48653025,80,2,20,-6760,488,10.25,54.75,30.75,71.75,2.75,11.0,10.4,33.0,18.75,6.25,0.899747741,7.237833333333334,0.0,20,2.056696,1.3751173,2.584503173828125,0.55
chrX:48653513-48653519,chrX,WGATAR_2477,48653513,48653519,574,3,20,-6266,488,7.5,20.5,5.5,11.25,3.5,3.0,5.72,17.5,4.25,4.0,0.473089137,10.945681818181816,0.0,20,1.8345101,0.65433145,1.11444091796875,0.45
chrX:48658874-48658880,chrX,WGATAR_2486,48658874,48658880,265,1,20,-905,40,3.5,24.0,7.5,9.0,1.5,5.5,1.56,12.25,4.25,3.25,1.965369061,5.250624999999999,0.0,20,0.2327249,0.011170149,0.7352294921875,0.55
chrX:48658920-48658926,chrX,WGATAR_2485,48658920,48658926,219,2,20,-859,40,3.5,24.0,7.5,9.0,1.5,5.5,5.72,12.25,4.25,3.25,0.129131195,9.145199999999999,0.0,20,0.20703006,0.05131817,-1.707855224609375,0.25
chrX:48658999-48659005,chrX,WGATAR_2484,48658999,48659005,140,1,20,-780,73,9.75,68.5,19.0,24.5,1.5,6.75,10.92,15.25,9.5,5.5,1.24417623,10.51521212121212,0.0,20,0.22351068,0.22814941,-1.0655670166015625,0.55
chrX:48659125-48659131,chrX,WGATAR_2483,48659125,48659131,14,3,20,-654,120,14.75,159.0,48.75,81.25,3.25,12.0,14.04,34.0,22.0,11.5,1.533034298,17.96833333333333,0.0,15,1.1774085,1.3952482,0.903778076171875,0.6
chrX:48659333-48659339,chrX,WGATAR_2482,48659333,48659339,194,1,20,-446,61,10.5,84.0,25.5,41.75,5.0,13.0,9.36,38.75,14.75,9.75,1.065858137,11.58125,0.0,15,1.1243107,0.39691472,1.6486053466796875,0.65
chrX:48659400-48659406,chrX,WGATAR_2481,48659400,48659406,261,3,20,-379,61,10.75,64.25,17.5,29.25,3.75,12.5,6.24,35.5,14.75,9.75,0.601316945,14.444166666666666,0.0,15,0.45160365,0.48175836,-1.6766357421875,0.4
chrX:48659492-48659498,chrX,WGATAR_2480,48659492,48659498,353,2,20,-287,73,9.25,52.0,12.5,15.25,2.25,6.0,2.08,31.25,16.25,8.5,0.104443555,19.31714285714286,0.0,15,0.7743261,0.33244538,-0.9544677734375,0.4
chrX:48659571-48659577,chrX,WGATAR_2479,48659571,48659577,432,1,20,-208,73,9.0,44.75,10.25,13.0,1.75,4.5,3.64,30.25,17.0,8.25,0.449995508,7.432250000000001,0.0,15,0.043150663,0.065119505,-3.3707046508789062,0.4
chrX:48660660-48660666,chrX,WGATAR_2487,48660660,48660666,5,2,20,-24258,1083,6.75,31.5,6.75,1.75,7.25,5.5,33.28,13.5,6.75,7.5,0.107706676,8.066478260869564,0.0,15,0.7603425,0.028584003,-0.330780029296875,0.5
chrX:48755723-48755729,chrX,WGATAR_2490,48755723,48755729,1,1,20,-298,6,12.75,54.25,10.75,11.5,10.0,8.5,8.84,21.0,12.5,9.0,0.507327399,9.8150625,0.0,15,0.22552061,0.44625425,5.7281341552734375,0.45
chrX:48755735-48755741,chrX,WGATAR_2489,48755735,48755741,13,3,20,-310,6,12.75,54.25,10.75,11.5,10.0,8.5,8.84,21.0,12.5,9.0,0.532039642,9.44781818181818,0.0,15,0.7950127,0.5530994,-13.73980712890625,0.45
chrX:48755783-48755789,chrX,WGATAR_2488,48755783,48755789,61,2,20,-358,42,13.25,50.25,10.75,13.0,7.75,7.5,8.32,17.75,13.25,8.5,1.700643079,10.874736842105264,0.0,15,1.1093438,0.36389732,-14.03466796875,0.65
chrX:48769495-48769501,chrX,WGATAR_2491,48769495,48769501,275,4,20,-261,8064,2.75,11.5,4.25,5.5,1.5,5.0,3.64,18.5,5.5,2.25,0.657259497,9.582958333333334,0.0,14,1.3395387,0.101362705,5.99176025390625,0.5
chrX:48777565-48777571,chrX,WGATAR_2495,48777565,48777571,240,1,20,-1265,85,5.5,15.75,3.25,4.0,3.0,3.25,4.16,7.0,7.0,5.25,0.485068534,7.602166666666665,0.0,16,0.6749506,0.10628724,-0.9029541015625,0.3
chrX:48777656-48777662,chrX,WGATAR_2497,48777656,48777662,149,3,20,-1356,85,3.75,17.0,3.5,6.25,4.75,5.25,4.16,10.5,6.25,5.25,0.323212842,11.694,0.0,16,0.27694184,0.16468716,-0.039703369140625,0.35
chrX:48777812-48777818,chrX,WGATAR_2496,48777812,48777818,7,3,20,-1512,150,3.0,19.25,3.0,12.25,2.75,4.5,3.64,9.0,5.75,6.75,0.495009759,12.739999999999998,0.0,16,1.7402782,0.067828655,-2.5059547424316406,0.4
chrX:48778051-48778057,chrX,WGATAR_2494,48778051,48778057,246,2,20,-1751,28,2.5,15.75,4.0,4.25,0.75,6.75,0.52,8.0,4.0,5.0,0.324488387,6.035777777777778,0.0,20,-0.0048365593,0.74540305,3.037841796875,0.35
chrX:48778085-48778091,chrX,WGATAR_2493,48778085,48778091,280,2,20,-1785,26,2.75,16.0,3.25,3.25,0.25,6.75,0.52,6.25,3.0,4.75,0.128631916,8.147029411764706,0.0,10,0.34456122,0.5237181,-0.265289306640625,0.45
chrX:48778117-48778123,chrX,WGATAR_2492,48778117,48778123,312,2,20,-1817,26,2.75,16.0,3.25,3.25,0.25,6.75,0.52,6.25,3.0,4.75,0.417400855,6.8505,0.0,10,0.11021078,0.07594013,1.461728572845459,0.35
